0,89.01,23.837
0.01,88.83,23.852
-0.01,88.6,23.854
-0.01,88.18,23.859
-0.01,87.52,23.862
-0.02,87.03,23.858
0.01,88.21,23.859
0.01,87.82,23.869
-0.01,87.1,23.886
-0.01,86.98,23.891
-0.01,87.93,23.881
0,87.49,23.885
0.02,87.7,23.887
0,88.21,23.885
0.03,87.59,23.878
0,87.44,23.899
0.02,86.77,23.912
-0.01,86.49,23.923
-0.01,86.41,23.939
-0.02,85.77,23.936
0,85.69,23.926
-0.01,86.33,23.986
0,85.77,24.016
0,85.61,24.044
-0.01,84.2,24.073
0,84.84,24.097
-0.01,85.69,24.099
0,84.97,24.141
-0.02,85.71,24.139
-0.02,86.18,24.153
-0.02,85.1,24.219
0.01,85.3,24.209
-0.01,85.02,24.206
-0.01,84.45,24.252
-0.02,84.43,24.284
-0.01,84.45,24.305
-0.02,84.76,24.333
0.01,84.97,24.347
-0.01,85.07,24.366
-0.01,85.64,24.402
-0.01,85.71,24.358
-0.02,86.02,24.423
0.01,86.23,24.378
-0.01,86.38,24.422
-0.02,86.44,24.392
-0.01,87.18,24.344
0,86.74,24.387
0.01,86.38,24.395
0,86.44,24.405
-0.02,86.56,24.361
-0.01,86.49,24.411
-0.01,86.77,24.409
0.01,86.82,24.441
0.71,86.1,24.42
-0.74,86.23,24.43
0,86.64,24.491
-0.01,86.9,24.457
0,86.46,24.454
-0.01,86.31,24.434
-0.01,86.46,24.428
-0.02,85.87,24.407
-0.02,86.51,24.428
-0.02,86.13,24.417
-0.01,86.05,24.408
-0.02,86.26,24.395
-0.01,86.59,24.355
0,87.13,24.329
0.02,87.44,24.339
0.01,87.54,24.302
0.02,88.26,24.272
0.02,88.21,24.26
-0.01,87.98,24.255
0.01,88.36,24.273
-0.02,87.41,24.24
-0.01,87.44,24.248
-0.01,87.52,24.193
-0.02,87.31,24.188
-0.04,87.67,24.153
-0.01,87.7,24.19
-0.01,87.36,24.121
-0.02,87.8,24.13
-0.02,87.77,24.135
0,88.13,24.142
-0.01,88.65,24.126
0.01,88.49,24.15
-0.01,88.36,24.137
0,87.95,24.14
0.01,88.03,24.117
0,88.11,24.122
0,87.93,24.094
-0.01,88.08,24.1
0.01,87.62,24.104
0,88.06,24.113
-0.01,88.08,24.081
0.01,88.06,24.077
0.01,88.11,24.085
-0.01,88.73,24.108
-0.01,88.44,24.119
0.01,88.29,24.115
0.01,88.57,24.113
0,89.09,24.108
0,88.83,24.114
0.02,88.91,24.142
0,89.42,24.13
0.01,89.24,24.116
-0.01,89.16,24.108
0.01,89.42,24.125
-0.01,89.68,24.102
-0.01,90.06,24.083
0,90.71,24.101
0.01,89.52,24.109
0,89.45,24.103
0.01,89.86,24.095
-0.01,89.11,24.078
-0.01,88.91,24.076
0,89.63,24.085
0.01,89.6,24.083
0.01,89.45,24.08
-0.02,88.88,24.079
0.01,89.5,24.056
0,89.21,24.073
-0.01,89.65,24.078
0.01,89.93,24.071
-0.01,90.01,24.052
-0.01,90.22,24.063
0.01,89.81,24.049
0.12,89.37,24.041
-0.13,89.11,24.035
0,89.32,24.042
0,89.55,24.045
0,90.04,24.027
-0.01,89.63,24.047
0.01,90.17,24.039
0.01,89.96,24.025
-0.01,90.11,24.024
0.01,90.4,24.018
0.01,90.04,24.012
0.01,90.01,24.006
0.01,90.11,23.992
-0.01,90.09,23.99
0.02,89.96,23.972
0.01,90.14,23.973
0,89.47,23.97
0.01,89.14,23.976
0.01,88.85,23.97
0.01,88.93,23.976
0.01,88.16,23.978
-0.03,87.93,23.974
-0.02,87.64,23.965
-0.07,87.39,23.968
-0.04,86.67,23.968
-0.02,86.92,23.964
-0.02,86.51,23.969
0.01,86.9,23.962
-0.01,87.13,23.981
0.01,86.07,23.981
-0.01,86.69,23.984
0.02,87,23.986
-0.01,87.49,23.995
0.02,87.8,24.006
0.02,87.57,24.022
-0.03,87.46,24.019
0.04,86.95,24.028
-0.01,87.34,24.048
-0.01,87.39,24.032
0,87.52,24.059
-0.03,87.41,24.05
-0.01,87.1,24.076
0,87,24.08
-0.01,88.08,24.075
0.01,88.13,24.15
-0.02,87.54,24.116
-0.02,88,24.16
0,88,24.175
0.01,88.29,24.184
0.01,88.31,24.197
0,88.26,24.184
0,88.18,24.206
-0.01,88.52,24.173
-0.01,88.18,24.197
-0.01,87.75,24.19
0.02,87.72,24.219
0.01,88.7,24.244
-0.03,88.47,24.253
0.01,88.26,24.255
-0.01,88.73,24.25
-0.01,88.7,24.303
0.01,88.31,24.316
-0.02,88.08,24.285
-0.01,88.06,24.315
-0.02,88.06,24.365
0,88.34,24.38
-0.01,88.21,24.399
-0.01,88.03,24.316
-0.01,87.7,24.34
0.02,87.49,24.37
0.01,87.16,24.368
0.68,87.08,24.317
-0.68,87.49,24.389
-0.01,87.72,24.361
-0.02,87.9,24.298
0.02,88.44,24.301
0.02,88.54,24.27
0.01,88.18,24.25
0,88.06,24.212
-0.02,87.72,24.237
-0.02,88.03,24.238
0.01,88.08,24.238
-0.01,87.9,24.221
0,87.93,24.191
0,88.11,24.195
-0.01,88.24,24.176
-0.01,88.96,24.184
0.01,88.93,24.156
-0.01,89.19,24.181
0.01,88.62,24.157
-0.01,88.65,24.137
-0.01,89.14,24.123
-0.01,89.03,24.152
-0.01,89.29,24.095
-0.01,89.73,24.095
0.01,90.09,24.108
-0.01,90.37,24.084
0.01,90.81,24.102
0,90.58,24.094
0,90.29,24.06
0,90.09,24.085
-0.01,89.93,24.057
0.02,89.65,24.073
0,89.78,24.043
0.01,89.93,24.057
0.01,90.29,24.03
0.01,90.22,24.05
0,90.22,24.052
-0.01,90.47,24.045
0.02,90.27,24.045
-0.01,90.22,24.02
0.01,90.6,24.015
0.01,90.35,24.035
0,90.6,24.02
-0.01,90.76,24.017
0.01,90.22,24.02
0.01,90.29,24.019
-0.01,90.27,24
0.01,90.45,23.978
-0.01,90.45,23.983
0,90.63,23.972
-0.01,90.73,23.981
0.01,91.09,23.981
0.01,90.58,23.973
-0.01,90.06,23.985
0.01,89.65,23.979
-0.01,89.27,23.971
0,89.27,23.959
0,89.83,23.938
0.02,90.37,23.947
-0.01,90.5,23.937
-0.01,90.65,23.926
0.01,90.53,23.938
0,90.5,23.938
0.01,90.68,23.923
0,90.53,23.946
0.01,90.83,23.951
0.01,90.73,23.926
0.01,90.6,23.915
0,90.96,23.916
0.01,91.53,23.918
0.01,91.32,23.925
0.02,91.45,23.92
0.02,91.45,23.906
0.07,91.58,23.903
-0.07,91.17,23.901
0.01,91.22,23.897
-0.01,91.25,23.893
0.01,90.96,23.898
0.01,91.14,23.893
-0.01,91.32,23.9
-0.01,90.65,23.897
-0.04,89.86,23.887
0,90.06,23.881
-0.01,90.22,23.877
0.01,90.42,23.873
0,90.55,23.868
0,90.37,23.865
0.01,90.4,23.857
-0.01,90.35,23.855
0.01,90.06,23.858
-0.01,90.09,23.854
0.03,89.88,23.84
0.04,89.09,23.845
0.01,88.73,23.844
-0.01,88.73,23.845
-0.02,89.32,23.842
-0.04,89.32,23.843
-0.05,89.27,23.854
-0.04,89.32,23.858
-0.05,89.45,23.864
-0.04,89.52,23.874
-0.02,89.86,23.867
0.01,89.81,23.878
-0.01,89.78,23.885
0.01,89.34,23.889
0.01,89.47,23.896
0.01,89.81,23.921
0.04,89.73,23.908
0,89.39,23.925
-0.02,89.45,23.924
0.01,89.34,23.924
-0.02,89.42,23.963
-0.02,89.45,23.96
0.01,90.06,23.968
0.02,89.96,23.987
0,89.75,23.986
0.01,89.47,23.981
-0.01,89.45,24.009
-0.02,89.01,24.007
-0.02,88.98,24.047
-0.02,89.32,24.085
0,89.91,24.104
0.01,89.91,24.068
-0.02,89.83,24.062
0.01,89.75,24.124
-0.01,89.5,24.152
0.01,89.27,24.188
0.01,88.98,24.176
0,89.37,24.205
-0.02,89.09,24.185
0.01,88.93,24.228
-0.01,89.29,24.251
0.01,88.88,24.259
0,89.39,24.247
-0.02,89.39,24.246
-0.01,89.63,24.265
0,88.98,24.224
-0.02,88.65,24.286
0,88.67,24.317
0.01,88.96,24.304
-0.01,88.96,24.322
-0.02,89.14,24.322
0.01,88.73,24.321
-0.01,88.65,24.312
1.27,88.88,24.327
-1.27,88.49,24.296
-0.01,88.21,24.317
-0.03,88.49,24.32
-0.01,88.75,24.348
0.01,89.16,24.3
0.01,89.09,24.327
0.01,89.39,24.26
0.05,89.55,24.279
0.05,88.88,24.253
-0.01,88.88,24.272
0.02,88.78,24.234
-0.04,88.7,24.231
0.01,88.98,24.204
0.01,89.52,24.189
0,89.6,24.165
0,89.86,24.16
0.01,90.17,24.153
-0.02,89.7,24.112
-0.01,89.73,24.12
-0.01,89.88,24.127
-0.01,90.04,24.099
0,89.93,24.111
0.01,90.14,24.109
-0.01,89.99,24.092
0.01,89.81,24.104
0.01,89.39,24.125
0.02,89.7,24.117
-0.02,89.32,24.092
0,89.42,24.105
0,89.75,24.101
0.01,90.42,24.081
0.01,90.68,24.104
-0.01,90.6,24.098
0.01,90.4,24.084
0.01,89.91,24.097
0.01,89.99,24.098
-0.01,90.04,24.088
0.01,90.53,24.068
0.01,90.55,24.076
0.01,90.29,24.092
-0.01,89.96,24.076
-0.01,89.99,24.085
0,90.01,24.094
0.01,90.22,24.084
0.01,89.99,24.091
0,90.27,24.097
0,90.17,24.103
0,90.58,24.118
0.01,90.35,24.134
0,90.65,24.139
0,90.42,24.15
-0.01,90.91,24.159
0.01,90.89,24.119
0,91.22,24.178
0.01,91.19,24.2
0.01,91.32,24.208
0.01,91.43,24.221
0.01,91.48,24.211
0,91.38,24.205
0.01,91.53,24.211
-0.01,91.84,24.191
0.02,92.07,24.203
0.01,92.25,24.187
0.01,92.12,24.195
0.01,91.74,24.205
0.02,91.61,24.192
0.01,91.43,24.188
0.02,91.19,24.209
0,91.35,24.223
0.02,91.58,24.217
0.02,91.4,24.22
0,91.32,24.203
0.16,91.25,24.191
-0.16,91.92,24.18
0.02,92.1,24.178
-0.01,91.48,24.179
-0.01,91.53,24.177
0,91.19,24.164
0.01,90.68,24.159
0.01,90.73,24.193
0.01,91.17,24.202
0.01,91.3,24.19
0.01,91.61,24.17
-0.01,91.66,24.17
0.01,91.58,24.154
-0.02,91.53,24.185
-0.01,91.61,24.188
0,91.48,24.18
-0.02,90.96,24.165
0.02,90.99,24.15
0.01,90.68,24.132
0,90.45,24.129
0.04,89.96,24.127
0.07,89.45,24.131
0.01,89.06,24.131
-0.1,90.24,24.125
-0.13,90.04,24.121
-0.05,89.96,24.135
-0.01,89.37,24.146
0.01,89.78,24.14
0.01,89.78,24.127
-0.01,90.06,24.122
-0.01,89.91,24.136
0.01,89.27,24.164
0.01,89.27,24.179
-0.02,87.67,24.191
-0.04,87.46,24.234
-0.04,87.7,24.236
-0.04,87.98,24.261
-0.02,87.95,24.272
0,88,24.294
0.01,88.34,24.282
0.02,88.91,24.294
-0.01,89.01,24.336
-0.02,89.27,24.421
0.01,88.7,24.416
0.04,88.96,24.468
0.01,89.03,24.452
0.01,88.44,24.525
-0.02,88.7,24.517
-0.01,88.88,24.534
0,88.85,24.536
-0.03,88.8,24.626
0,88.96,24.586
0.01,89.19,24.564
-0.02,89.19,24.62
0.01,89.42,24.66
0,88.96,24.617
0.01,88.75,24.596
0,88.88,24.681
-0.01,88.57,24.679
-0.01,89.11,24.624
0.02,89.06,24.624
0.01,88.67,24.647
-0.02,88.62,24.754
0,88.8,24.768
0.01,88.29,24.802
-0.03,87.93,24.84
0,87.39,24.804
-0.02,87.57,24.834
-0.02,87.36,24.862
-0.01,86.9,24.877
0,86.8,24.782
0.18,86.82,24.825
-0.17,87.03,24.766
0.01,86.64,24.772
0.01,86.46,24.83
-0.01,86.56,24.844
0,86.9,24.811
0.01,87,24.811
-0.02,87.05,24.752
0.01,87.18,24.783
0,87.31,24.744
-0.01,87.41,24.726
0.02,87.41,24.671
0.01,87.46,24.674
0.02,86.85,24.674
0.02,87.05,24.673
0.03,87.34,24.658
0,87.93,24.63
0.01,88.03,24.629
0,88.42,24.613
0.01,88.54,24.636
-0.02,88.65,24.6
0.01,88.78,24.569
-0.02,89.24,24.597
0,89.5,24.574
-0.01,89.6,24.557
0.01,89.29,24.542
-0.01,89.52,24.522
-0.01,89.42,24.503
0,89.34,24.507
-0.01,89.47,24.451
-0.01,89.81,24.45
0,89.65,24.46
-0.01,90.01,24.467
0.01,89.73,24.452
0,89.7,24.445
0.01,89.57,24.446
-0.01,89.09,24.436
0.01,89.83,24.437
0,89.99,24.423
-0.01,89.83,24.412
0,89.52,24.431
0.01,89.03,24.413
0.01,89.37,24.401
0.01,89.63,24.399
0.01,89.78,24.423
0.01,90.14,24.407
0,90.14,24.419
0.02,90.63,24.419
0.01,90.19,24.391
0.02,90.06,24.379
0.01,90.27,24.375
-0.01,90.24,24.348
0.01,90.63,24.328
0,90.81,24.331
-0.02,90.78,24.333
0,90.81,24.316
-0.02,91.09,24.293
-0.01,90.99,24.302
-0.01,90.86,24.309
-0.01,90.89,24.301
-0.01,91.01,24.296
-0.01,90.83,24.291
0.01,90.71,24.289
0,90.63,24.266
-0.01,90.58,24.265
-0.01,90.04,24.261
-0.01,90.17,24.235
0.01,89.96,24.244
-0.01,90.4,24.222
0.01,90.81,24.211
0.01,91.12,24.191
0.04,91.94,24.166
0.02,91.89,24.153
0.01,91.25,24.14
-0.05,91.04,24.136
-0.02,90.86,24.115
0,90.68,24.086
-0.03,90.6,24.077
-0.01,90.65,24.042
0.01,91.01,24.031
0.01,90.5,24.025
0,90.86,23.995
-0.01,90.78,23.979
0.02,91.3,23.957
-0.01,91.27,23.973
0.01,91.4,23.919
0.02,91.63,23.907
-0.01,91.56,23.9
0.01,91.56,23.887
-0.01,90.63,23.858
-0.01,90.55,23.828
0.02,89.96,23.81
0,89.88,23.835
-0.02,89.68,23.812
-0.02,89.78,23.806
-0.04,89.19,23.819
-0.02,89.32,23.818
-0.01,89.32,23.812
0,89.63,23.797
-0.01,89.96,23.792
0,89.83,23.768
-0.01,89.01,23.781
-0.01,89.32,23.777
0.01,88.42,23.771
0,88.7,23.776
0,88.16,23.788
0.01,88.31,23.77
0,88.67,23.762
-0.03,89.45,23.802
-0.01,89.32,23.799
-0.01,89.37,23.805
-0.01,89.37,23.781
0,89.52,23.811
-0.01,88.91,23.825
-0.01,89.09,23.812
-0.03,89.57,23.823
0.01,89.75,23.838
-0.01,89.45,23.83
-0.01,89.09,23.826
0,88.98,23.81
-0.02,88.36,23.821
-0.02,88.96,23.864
-0.02,89.09,23.875
0,89.03,23.857
-0.02,88.8,23.862
-0.01,88.73,23.866
0,88.85,23.942
-0.01,88.96,23.935
0,88.57,23.93
-0.02,88.88,23.932
-0.01,88.11,23.963
-0.01,87.98,23.973
-0.01,87.95,23.954
-0.02,88.18,23.974
-0.02,88.47,23.968
-0.02,88.31,24.002
-0.01,88.31,23.973
-0.01,88.57,23.946
-0.01,88.39,23.938
0,88.13,23.975
-0.01,88.39,24.011
-0.02,88.78,23.956
-0.01,88.36,24.008
-0.02,88.42,24.011
0.94,88.73,24.04
-0.95,88.34,24.021
-0.01,88.54,24.009
-0.02,88.42,23.956
0.01,89.03,23.975
0,88.7,24.048
-0.01,88.36,24.03
-0.01,87.9,23.981
0.01,88.06,24.02
0,87.8,24.009
-0.03,88.18,23.959
0.01,88.49,23.984
-0.01,88.57,23.962
0,89.29,23.929
0.01,89.09,23.924
-0.01,89.34,23.912
-0.01,89.42,23.875
-0.02,90.19,23.879
-0.01,90.06,23.89
0,90.09,23.877
-0.01,92.58,23.861
-0.03,93.87,23.857
-0.01,93.97,23.867
0,93.54,23.855
-0.01,92.92,23.825
-0.03,92.64,23.811
0,92.3,23.826
-0.01,91.97,23.783
0,91.45,23.816
0,90.71,23.814
-0.01,90.81,23.777
0,90.83,23.729
-0.01,91.04,23.741
0,91.19,23.733
0.01,91.35,23.738
-0.01,91.45,23.721
-0.01,91.43,23.692
-0.02,91.43,23.707
0.01,91.68,23.675
0,91.43,23.654
0,91.4,23.645
-0.01,91.19,23.641
0.01,91.25,23.643
0,91.38,23.62
0.01,91.71,23.599
-0.02,91.48,23.578
0.02,91.89,23.593
0,92.07,23.571
-0.01,92.17,23.541
0.01,92.35,23.444
-0.01,92.38,23.467
0.01,92.69,23.446
0.01,93.25,23.446
0.02,93.15,23.364
-0.01,93.1,23.392
-0.01,93.18,23.387
0.01,93.28,23.398
-0.01,93.12,23.387
0.01,93.07,23.379
-0.01,92.97,23.34
0,92.87,23.359
-0.01,92.87,23.334
0.01,93.05,23.301
0.01,92.46,23.274
-0.01,92.51,23.225
-0.01,92.3,23.263
-0.01,92.22,23.204
0,92.04,23.176
0.01,92.3,23.183
0,91.84,23.19
-0.01,91.5,23.186
-0.01,91.92,23.148
-0.01,91.71,23.138
-0.01,91.81,23.125
0.01,92.1,23.142
0,91.79,23.113
0,91.94,23.033
-0.01,91.56,22.988
-0.01,91.27,22.975
0.01,91.27,22.977
-0.01,91.09,22.957
0,91.35,22.963
0,91.38,22.945
0,91.63,22.916
0.01,91.61,22.855
-0.01,91.89,22.853
0.01,91.71,22.858
-0.01,92.07,22.86
0.01,91.68,22.861
0.01,91.43,22.826
0.01,91.12,22.839
-0.01,90.96,22.789
-0.01,91.14,22.802
-0.04,90.65,22.813
-0.02,90.47,22.802
-0.03,90.42,22.766
0.01,90.42,22.763
0,90.5,22.778
0.02,90.5,22.793
0.01,90.5,22.763
0.02,90.35,22.8
-0.01,91.12,22.811
-0.01,91.04,22.81
0.01,91.17,22.81
-0.01,91.07,22.829
-0.01,91.12,22.847
0,90.89,22.853
-0.01,90.86,22.873
0,90.94,22.893
-0.01,91.01,22.902
-0.01,90.6,22.905
0,90.47,22.907
-0.01,90.37,22.91
-0.01,90.58,22.933
-0.02,90.47,22.957
0,90.99,22.987
-0.02,90.96,22.957
-0.01,90.76,22.982
-0.01,90.5,23.036
-0.01,90.96,23.042
-0.01,90.86,23.039
-0.01,90.5,23.026
-0.03,90.55,23.093
-0.01,90.71,23.066
0,90.45,23.084
-0.01,90.37,23.086
-0.01,90.55,23.073
-0.01,90.81,23.055
-0.01,90.65,23.103
-0.01,90.91,23.055
0,90.14,23.121
-0.01,90.19,23.113
-0.01,90.04,23.117
-0.01,90.27,23.167
-0.01,90.42,23.101
-0.02,90.14,23.172
0.01,89.73,23.155
-0.02,89.68,23.173
-0.01,89.24,23.198
0,89.21,23.195
-0.01,89.11,23.195
0,88.98,23.21
-0.02,89.37,23.18
-0.01,88.96,23.198
1.42,89.34,23.201
-1.44,89.06,23.175
-0.01,89.01,23.16
0.01,88.73,23.165
0.01,88.13,23.171
-0.01,88.11,23.18
-0.01,88.13,23.144
-0.01,88.06,23.182
-0.01,88.29,23.124
-0.01,88.21,23.145
-0.01,88.34,23.139
-0.01,88.8,23.116
0,89.03,23.138
0.01,89.55,23.107
-0.01,89.7,23.089
-0.01,90.06,23.09
0.01,90.65,23.08
-0.01,90.91,23.081
-0.01,91.07,23.067
-0.01,91.22,23.066
-0.01,91.27,23.052
-0.01,91.35,23.055
-0.02,91.4,23.036
-0.01,91.61,23.037
-0.01,91.79,23.03
-0.01,91.94,23.02
0,92.04,23.027
-0.01,92.22,23.004
-0.01,92.56,23.001
0,92.82,23.003
-0.01,92.82,23.008
0.02,92.87,23.024
-0.01,92.84,23.003
0.01,92.82,23.011
0,92.89,23.012
0.01,92.92,23
0.01,93.12,22.996
0,93.28,23.017
0.02,93.48,23.01
0,93.41,22.986
0.01,93.38,22.983
-0.01,93.38,22.98
0.01,93.07,22.98
0.01,93.48,22.989
0.01,93.56,22.983
0.01,93.74,22.978
0.01,93.87,23.001
0.02,94.05,22.998
0.02,94.26,22.996
0.02,94.41,22.994
0.02,94.67,22.985
0.01,94.69,22.979
0.01,94.69,22.978
0.03,94.75,22.984
0.02,94.62,22.985
0.02,94.67,22.975
0.01,94.72,22.969
0,94.87,22.959
0,94.8,22.961
-0.01,94.59,22.949
-0.01,94.69,22.944
0,94.62,22.95
-0.02,94.41,22.948
-0.02,94.41,22.952
-0.02,94.26,22.948
-0.02,94.08,22.956
-0.02,93.82,22.946
-0.04,93.33,22.959
-0.02,93.02,22.949
0,93.05,22.946
0,92.84,22.939
0.01,93.12,22.95
-0.01,93,22.938
0.46,92.92,22.935
-0.47,92.74,22.933
-0.01,92.76,22.93
-0.01,92.66,22.935
-0.01,92.69,22.931
-0.01,92.3,22.935
0,92.3,22.93
-0.01,92.3,22.927
-0.01,92.61,22.927
-0.01,92.53,22.902
0.01,92.61,22.905
0.01,92.76,22.907
0.01,92.94,22.901
0.01,93.1,22.895
-0.01,93.07,22.894
0,93.02,22.885
0.01,93.05,22.883
0.01,93.02,22.892
0.01,93.18,22.884
0.02,93.05,22.887
0.01,92.87,22.895
-0.01,92.56,22.887
-0.04,92.35,22.898
-0.02,91.94,22.891
-0.02,92.3,22.892
-0.02,92.2,22.892
-0.02,92.35,22.896
-0.02,92.28,22.901
-0.01,91.94,22.907
-0.01,91.71,22.921
0.01,91.99,22.914
0,92.15,22.922
0.01,91.63,22.927
0,91.56,22.954
0.01,91.58,22.965
0.01,91.86,22.971
-0.01,92.1,22.966
-0.01,92.02,22.973
0.01,91.99,22.997
-0.01,91.89,22.992
0.01,91.48,23.033
0,91.5,23.032
-0.01,91.56,23.059
0.02,90.91,23.108
0.01,90.32,23.169
-0.02,90.45,23.168
0.02,90.4,23.132
-0.01,89.83,23.18
-0.01,89.7,23.149
0.01,89.21,23.176
-0.01,88.96,23.161
-0.01,88.54,23.218
0.01,87.57,23.224
-0.01,87.39,23.212
0,86.82,23.198
-0.03,86.49,23.223
0.01,85.56,23.242
0.01,84.94,23.245
0,84.92,23.281
-0.01,84.99,23.274
-0.01,85.41,23.257
-0.02,85.51,23.268
0,85.1,23.256
-0.02,84.43,23.246
-0.01,84.76,23.296
-0.02,84.58,23.273
-0.01,84.74,23.292
0,84.97,23.287
-0.01,85.12,23.302
-0.01,85.61,23.29
-0.01,86.46,23.332
0.43,87.03,23.339
-0.44,86.28,23.342
0.01,87.05,23.306
-0.01,87.88,23.294
-0.01,88.34,23.32
-0.01,88.47,23.265
0.01,88.49,23.239
-0.02,88.44,23.217
-0.01,88.78,23.2
-0.01,89.24,23.212
0,89.52,23.216
-0.02,88.85,23.221
-0.01,88.93,23.225
-0.01,89.16,23.198
-0.01,89.24,23.185
0.01,89.37,23.212
0.01,89.78,23.217
-0.01,90.01,23.2
-0.01,90.29,23.204
-0.01,90.47,23.188
-0.01,90.78,23.176
0.01,90.96,23.174
-0.02,91.27,23.168
-0.03,91.45,23.131
-0.01,91.63,23.161
-0.02,91.99,23.161
0,92.25,23.173
-0.01,92.38,23.143
0.01,92.64,23.138
0,92.84,23.159
0.01,92.97,23.161
0.01,93.15,23.16
0.02,93.36,23.139
0.01,93.43,23.13
0,93.48,23.129
0.02,93.56,23.137
0,93.64,23.131
-0.01,93.48,23.101
0.01,93.66,23.098
0.03,93.61,23.098
0.01,93.9,23.117
0.01,93.97,23.113
0.01,94.13,23.103
0,94.31,23.105
0.02,94.44,23.103
0,94.62,23.098
0.01,94.8,23.097
0,94.87,23.098
0.01,95.13,23.088
0.01,95.34,23.089
0.01,95.39,23.091
0,95.52,23.084
0,95.44,23.078
0.01,95.36,23.075
0.01,95.47,23.075
-0.01,95.59,23.075
-0.02,95.49,23.071
0,95.36,23.069
0.01,95.54,23.067
-0.01,95.49,23.075
-0.03,95.34,23.08
0,95.31,23.078
0,95.49,23.069
-0.01,95.47,23.075
-0.02,95.59,23.074
-0.02,95.8,23.076
0.01,95.9,23.083
0.04,96.06,23.085
0.02,96.06,23.1
0.02,96.11,23.111
0.04,95.98,23.1
0.05,95.9,23.091
0.06,96.03,23.101
0.11,95.9,23.102
-0.1,95.93,23.093
0.02,96.11,23.085
0.01,96.31,23.088
-0.01,96.03,23.089
-0.02,95.8,23.085
0,95.9,23.08
0,95.57,23.082
-0.01,95.41,23.085
0.11,95.54,23.084
1.88,95.7,23.084
0.89,95.88,23.076
0.86,95.47,23.078
0.16,95.95,23.075
-0.17,95.18,23.071
-0.05,94.9,23.068
0.03,94.93,23.075
0.07,95.18,23.083
0.01,95.16,23.076
0.07,95.57,23.07
0.08,95.54,23.071
0.02,95.08,23.074
-0.02,94.57,23.068
-0.02,94.46,23.066
-0.1,93.56,23.07
-0.32,91.01,23.071
-0.26,89.63,23.075
-0.15,89.73,23.078
-0.08,89.93,23.082
-0.02,90.68,23.087
-0.07,90.6,23.096
-0.07,90.35,23.111
-0.05,90.14,23.127
-0.04,90.04,23.121
-0.02,89.96,23.17
0,90.01,23.188
-0.01,90.47,23.16
-0.01,90.83,23.21
0.01,91.12,23.232
-0.01,91.63,23.251
0.01,91.74,23.263
0.01,91.71,23.303
0,91.56,23.335
-0.01,91.92,23.352
-0.01,91.71,23.404
-0.01,91.79,23.406
0,91.94,23.436
-0.01,91.74,23.466
0.01,91.3,23.523
0,91.04,23.535
-0.01,90.73,23.572
-0.01,90.37,23.609
-0.01,90.27,23.678
-0.01,90.35,23.733
0,90.63,23.733
-0.02,90.91,23.759
0.01,90.91,23.8
0.01,90.53,23.808
-0.01,90.35,23.78
-0.01,90.27,23.778
0.01,90.01,23.806
-0.01,89.75,23.827
0.01,89.65,23.845
-0.01,89.29,23.837
0,89.5,23.9
-0.01,89.37,23.903
-0.01,89.32,23.91
-0.01,89.32,23.868
-0.01,89.03,23.845
0,88.85,23.88
0,88.54,23.821
0.72,88.08,23.888
-0.74,87.62,23.797
-0.01,88,23.766
-0.01,87.75,23.77
-0.01,87.54,23.811
-0.01,87.82,23.757
-0.02,88.11,23.796
